ツイートID,ツイート時刻,ツイート本文,いいね数,リツイート数,ID,ユーザー名,アカウント名,自己紹介文,フォロー数,フォロワー数,アカウント作成日時,自分のフォロー状況,アイコン画像URL,ヘッダー画像URL,WEBサイト
1621132800035524608,2023-02-02_22:05:53,恵方巻きの材料に仲間が入っていて、いずれは自分も生贄になるのかと怯えているホタテちゃん https://t.co/LW54CEfhQD,5,0,1246374515560427521,ia_huwa,ホタテ💛💗,楽しく絵を描く絵師 リアルではデザイナー【絵のみ投稿＆御依頼用垢@HOTATE_huwa】 フォロバ目的、迷惑行為、自作発言、無断転載、AI全て❌,910,1025,2020-04-04_18:58:54,False,http://pbs.twimg.com/profile_images/1605145719958274053/LV3QMI2N_normal.jpg,,https://t.co/tcIDwxpNfQ
1621132796097077248,2023-02-02_22:05:52,"RT @petio_official: ＼#ササミ巻きガムの日 まであと1日！／

いよいよ明日です😆😆
明日、うちの子と一緒に丸かぶりする恵方巻、ササミ巻きの準備はお済みですか？
まだの方は今日中にご用意をー！！

#ペティオ
#ササミ巻きガムの日カウントダウン https:…",0,7,1620749171321106432,g5WEbTI1ofdx6SD,ま,,19,1,2023-02-01_20:42:05,False,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,
1621132785745551361,2023-02-02_22:05:49,"RT @Eli_Conifer: 明日は23時頃〜
毎年恒例！
恵方巻きをいただく配信予定です！
※時間は前後する場合がございます

（今年も楽しみにしていますとのコメントやましゅまろ等いただきましてありがとうございました…！☺️）

ご心配はご無用✨本日は体力じゅーでんすやす…",0,46,1606984070,don_1499,地獄から舞い戻ってきたイカ🌲,TCG『バトルスピリッツ』TRPG『ダブルクロス』など雑多な黒塗りの高級車に追突してしまう。 後輩をかばいすべての責任を負った三浦に対し、車の主、暴力団員谷岡が言い渡した示談の条件とは…。 ゼノンザードを忘れない。🌲🏢👑🥃 バトルスキー7年生。リバイバルノヴァ絶許マン。イカはじめました。,1433,406,2013-07-20_08:26:42,False,http://pbs.twimg.com/profile_images/1575329289004019712/1F83weXA_normal.jpg,http://abs.twimg.com/images/themes/theme2/bg.gif,
1621132779483439104,2023-02-02_22:05:48,明日は職場の恵方巻き作りで5時出社だから早く寝ます💤おやすみなさい🌙,15,0,1138061905568755712,NQXyXbqon5SYDqU,🌹シフクノアトリエ🌹,虎と竜をこよなく愛する🐯🐲中学から阪神ファン/音楽と車と筋トレが好き/ミスチル&エレカシが大好き💕F&MとPAO会員/無言フォロー失礼します🙏好きな事について楽しく語りたいです☺️🎶,1488,760,2019-06-10_21:34:37,False,http://pbs.twimg.com/profile_images/1537719576552964096/tUoxpRYd_normal.jpg,,
1621132774957813760,2023-02-02_22:05:47,RT @Relu_sub: 恵方巻き…糖質だから我慢する……｡･ﾟ꜀(  ꜆&gt;-&lt; ̥)꜆ﾟ･｡,0,322,1618528175646179328,Mayo_love994,万葉🎨🍭,"🌟 専用垢 / FA /💫🎨【@Relu_99】/🍭💚【@kisaragi4444you】/
※アイコン仮",14,1,2023-01-26_17:36:48,False,http://pbs.twimg.com/profile_images/1618645426823131138/9X1MA7vC_normal.jpg,,
1621132772118237186,2023-02-02_22:05:46,"@HI1977HI1988 こんばんはでーす。
頑張ってね😉
明日は大好き方の40歳バースデー💙
恵方巻き食べて健康を願わねばだね💙",3,0,1566346109924298753,KAZU82644932,HIRO,,17,6,2022-09-04_17:43:21,False,http://pbs.twimg.com/profile_images/1614588673244418050/oSn1otTa_normal.jpg,,
1621132769089974274,2023-02-02_22:05:45,"今日は節分の日………
豆まき、豆蒔き？
後、恵方巻き
👹
鬼は外……
鬼って言うとひぐらし思い出すなぁ
ぶち撒けられてぇかぁ！！",0,0,1122477426309648384,yQJNj6dxgRrF4W4,白瀬 水影,世は正に事もなし。 結構興味があっちこっち行く。 比較的最近bbにはまった bb初心者/妄想勢/p's姉?/ストーリー cs〜cp済。cf済！フェイズシフト読了済/まきゅちゃ好き/知識が偏って枡/現D/SIREN・FGO・遊戯王、最近はSEVENS・WT等他にも多々/BBDW勢！From hell.,52,48,2019-04-28_21:27:27,False,http://pbs.twimg.com/profile_images/1140634059271335936/Kle1FG_Y_normal.jpg,,
1621132767089270788,2023-02-02_22:05:45,@karin_orihime 恵方巻き🎶,0,0,272220589,kawasakikamei,かわさき仮名,呟きません。きっと。,30,16,2011-03-26_11:32:00,False,http://pbs.twimg.com/profile_images/1609320257814163457/KPQFRpbG_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,
1621132752224681985,2023-02-02_22:05:41,RT @Relu_sub: 恵方巻き…糖質だから我慢する……｡･ﾟ꜀(  ꜆&gt;-&lt; ̥)꜆ﾟ･｡,0,322,1512331237523800073,H0C7r2YJT6BopDM,乃綾(のあ),よろしくお願いします🥺,405,37,2022-04-08_16:29:08,False,http://pbs.twimg.com/profile_images/1613929472423788545/rTTkoKog_normal.jpg,,
1621132741319458816,2023-02-02_22:05:39,明日節分なの忘れてて夜予定入れちゃってた！恵方巻き翌日でもいいかな…。,1,0,1352895028113231872,haruandofuton,haru,DV被害者と子どもたちの命が危険に晒される離婚後共同親権の法制化に反対します。#STOP共同親権 #STOP面会交流強制 #STOP学校面会交流,648,743,2021-01-23_17:25:00,False,http://pbs.twimg.com/profile_images/1352895826155036672/zvDCProD_normal.jpg,,
1621132740862283777,2023-02-02_22:05:39,"みんな、おやすみ。
明日は恵方巻きを食べる。",1,0,1298479576360747009,Lu010_kiyuU,るれっと↩︎,普段は推しの配信とお絵描きを楽しみに生活してる 今は筋トレで減量もしてる みんな、自分らしく生きよう,627,774,2020-08-26_13:37:52,False,http://pbs.twimg.com/profile_images/1608854376407519232/DQaEeOhC_normal.jpg,,
1621132739926962179,2023-02-02_22:05:39,"明日は節分👺
そしていよいよ待望の鬼滅の刃
映画公開日✨
明日は恵方巻き持って
劇場へGO👍
巻き寿司苦手だし、好きじゃない！
そんなあなたに🫵
ロールちゃんはいかが？
いまだけ期間限定で
節分仕様で販売されてますよー https://t.co/xCffVqayu8",0,0,1548352246068285443,tHBJc9DE9aW8hSL,あき,一期一会。出会いを大切に今を楽しむ。好きなものは好き。嫌なものは嫌と言える人になりたい。理性の赴くままに生きてみたい。それが、今の自分に足りないところ。人生一度きり。迷わず行こう。今日から始めよう。新しい自分に。,155,51,2022-07-17_02:02:36,False,http://pbs.twimg.com/profile_images/1554436163259101185/M8-PpTu2_normal.jpg,,
1621132735099318272,2023-02-02_22:05:37,明日は9時から恵方巻きを作りに行ってきますw,1,0,1080379667188572161,FUJIN1622,FU-JIN,"800 2'02""25 1500 4'09""02 5000 15'56""14 遠藤日向／MU-TON／平本蓮／ガードマン",423,446,2019-01-02_17:25:59,False,http://pbs.twimg.com/profile_images/1318876465467772928/Xn7W5PHt_normal.jpg,,https://t.co/qhFeWnQN0f
1621132734864429057,2023-02-02_22:05:37,RT @jiji_images: 節分を前に、仙台うみの杜水族館では、アナゴの習性を生かした不思議な「恵方巻き」が展示されています。今年で４回目となる企画で、恵方巻きを模した筒は、飼育員の手作りだそうです。３１日、仙台市宮城野区。 #仙台うみの杜水族館 #恵方巻 #アナゴ ht…,0,2349,722208795875672065,kohtHr03805150,くらプレ,BLGLNL割と何でもなヌルゲーマー。TLは見たいものと自分のつぶやきで埋めたいのでフォロー返しは基本的にしません。めんご。,112,10,2016-04-19_08:42:49,False,http://pbs.twimg.com/profile_images/1593386962127552513/w_yuzx3e_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,
1621132732675031041,2023-02-02_22:05:37,"明日のお昼ご飯はスシローで食べて
夜はスシローの恵方巻き👹

おすしー🥰💕",0,0,726734599699615744,dmpbmink,てぃら,5歳、4歳の年子と🐱と住むゆるーいオタク。精神疾患持ちコミュ力皆無。無言フォローすみません。,280,182,2016-05-01_20:26:45,False,http://pbs.twimg.com/profile_images/879701400355196928/XgXMeilV_normal.jpg,,
1621132730103910400,2023-02-02_22:05:36,RT @jiji_images: 節分を前に、仙台うみの杜水族館では、アナゴの習性を生かした不思議な「恵方巻き」が展示されています。今年で４回目となる企画で、恵方巻きを模した筒は、飼育員の手作りだそうです。３１日、仙台市宮城野区。 #仙台うみの杜水族館 #恵方巻 #アナゴ ht…,0,2349,141448814,8390ppt,夢無太郎,夢はなくとも楽しく生きる。名前は比較的コロコロ変わります。,410,254,2010-05-08_12:47:32,False,http://pbs.twimg.com/profile_images/1410611064723558402/HCM-DdEv_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,
1621132727662821377,2023-02-02_22:05:36,"RT @rukBZKZdvwQBQ8X: 明日は節分
恵方巻きは美味しいけど
こんなまきものはいやだー

よし明日はみんなで南南東にむかって
フォローしてみよー

#かつお大漁祭138 https://t.co/b2Jmc7AvIf",0,19,904170633390469121,Adam_Eve13,🐶則巻アラレ🍥💛,毎日をHappyに過ごしたい💗#嵐 #星野源 #銀魂 #Free #おそ松さん #サンリオ #ディズニー #映画 (=^▽^)σ✨しばらくお休みしてましたが再出発☘️ちいさくて愛おしいものが大好き🔸仲良くして下さいね🔸りん✩🍬@r182923🍭共々よろしくお願い致します✨♪🐶💛#とまスク🍅,4376,5510,2017-09-03_11:34:12,False,http://pbs.twimg.com/profile_images/1607705437042016257/qZIrj7tu_normal.jpg,,
1621132720687714307,2023-02-02_22:05:34,"RT @maimai206366489: 🍀今日も元気に毎日500🍀304日目

　　　　　👇条件👇

👤私のフォロー➕このツイRT🔄

　　　⏰2月3日21時頃〆⏰

　　　　　明日は節分👹
　　娘保育園行けるといいけど🥺
1人でゆっくり買い物やら支払いやら済ませて恵方巻きも…",0,309,1370076032116559873,ohagi_yami,おはぎ🐳,❤️❤️当選報告させてください❤️❤️いいご縁がありますように🥹RT非表示推奨🙈懸賞垢 💟周りに感謝して生きる💟みんなが幸せになりますように🥹当選報告☞#おはぎno当選報告 🐳みなさんの♻️❤️踏みます許して😫,2086,763,2021-03-12_03:16:05,False,http://pbs.twimg.com/profile_images/1617275621260034048/PQ14EHAb_normal.jpg,,
1621132713557372931,2023-02-02_22:05:32,"熊「改札で恵方巻き配るんだ～」
オマエダ(熊 谷の恵方巻き…？)
長「………」",0,0,3222246438,dont_likekinoko,原稿やる(エリコ),⚠男×男の絵⚠ｸﾞﾝﾏとｻｲﾀﾏの駅をフリースタイルで擬人化してます。夜勤勤め会社員 #ちちぶらいふ 高校生含む18才未満はブロック。R18の絵垢→@yeskinoko★二次創作歓迎  #ちちぶらFA ★マシュマロ→https://t.co/69sOFccxjz,71,142,2015-05-21_22:11:28,False,http://pbs.twimg.com/profile_images/1609519116083433474/dpw96GuY_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,https://t.co/bvXOa9zaNQ
1621132706422849536,2023-02-02_22:05:31,"RT @muscleplus_free: 恵方巻きを頂く鬼マッチョ

#マッチョフリー素材 https://t.co/CXMwlgomp6",0,652,95654716,atlantic_n,CAMEKO,"アニメ、ラノベ雑食系。現在は新ゲ、BF、本好き、シャンフロ、コ哀当たりをうろうろ。初心者です。成人済20↑。
新ゲにハマって妄想垂れ流し始めました。Zodiac箱推し。ホムラ∞ペテロ。

支部：https://t.co/IiXnK4zfbR
ベッタ：https://t.co/3EgWdegfRT",410,50,2009-12-09_23:19:27,False,http://pbs.twimg.com/profile_images/1559185246414811138/KCDNInEg_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,
1621132704774516736,2023-02-02_22:05:30,明日は9:40〜ですし、9:00に家出ます〜終わったらお昼で、帰りにスーパー寄って恵方巻き買って、家帰ってからイワシ焼いてラップかけて、16時に早出から帰った家の者がチンして晩ご飯してもらう。(電子レンジの中でイワシ爆発するきっと☺️)15時に職場のお嬢と四条で待ち合わせ、壬生寺節分祭行きます,0,0,1202139276269387777,kiraboshiuzn,しまず@次は5月,現在👹めつ/主にインテに出陣/昭和生まれ腐/2022年現在のメイン活動は🈵☀️天てる/💎⚡️/カプ相手固定で受け攻め固定の超過激派基地外/むちゃくちゃ地雷多いのでフォロする方厳選/原作軸その後💎⚡️パパ友家族公認彼氏彼氏自己設定/蠍座♏️/20歳以下の方一方的にブロ解します/とーらぶ審神者/みつくり/でんまえ,35,73,2019-12-04_17:17:05,False,http://pbs.twimg.com/profile_images/1539331655860899840/FKSNajFA_normal.jpg,,
1621132693160476674,2023-02-02_22:05:27,"RT @Shiawan_TL: #しあわん世界の日常
しあわん世界は、私たちの世界より少しだけのんびりしているので、季節ごとの行事がより盛んです。

明日の節分👹では、豆をまいて、みんなで「南南東のやや南」を向いて恵方巻きを食べましょう❣️

翌朝のお散歩で、道に落ちている豆を…",0,21,1164274508796067841,todoroki_1013,轟,成人済み🐶3L○🐶繋がり直し◯🐶ファンフォロー🐶ツイートやイラスト頻繁に消すマン🐶アイコンは花森さん【@hnmrest】に描いていただきました！かわいい！,139,139,2019-08-22_05:34:23,False,http://pbs.twimg.com/profile_images/1590152574778298368/kTQ-pGTa_normal.png,,https://t.co/IodMpIU2MR
1621132692707512323,2023-02-02_22:05:27,"@manimumemonn 一日中恵方巻のこと呟いてたもんねww
そうよ〜♥明日は美味しい恵方巻きで後夜祭すっぞ〜！",0,0,1116123860569444352,kao___0909,かお☺︎🍻1y4m,"令和3年9月9日生まれのピーマン大好き女の子👶♥️🫑/小学校教諭育休中👩‍🏫（令和5年度から復帰予定）/ビール大好き♥️食べること大好き♥/タメ語で話しましょ〜🤗💕
アイコンはうみちゃん（@Umi_R_Y）が描いてくれました♥",978,934,2019-04-11_08:40:39,False,http://pbs.twimg.com/profile_images/1607743077221031940/MFgJ1o2R_normal.jpg,,
1621132683895250945,2023-02-02_22:05:25,1日早い恵方巻きを食らいました(食いながら気付く),0,0,282954969,sikiori0506,四十雀𓅪,25↑自分を俺っていう性別:女性だ 趣味雑多雑食 夢も何でも 自衛頼むぜ 無言フォローふぁぼ爆すみません… DB､頭文字D再燃(FC3S乗るのが夢) アイコンとヘッダーはAzuさん(@a_ktv0z)から許可を頂きました(可愛い) F/R/Bご自由にどぞ,145,95,2011-04-16_17:29:17,False,http://pbs.twimg.com/profile_images/1616427089670070272/dho9iJyZ_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,
1621132680992817154,2023-02-02_22:05:24,なーさんの恵方巻き？,0,0,1495927116164395009,dugongvr,じおごん,"ゲームいろいろ(VRchat/遊戯王/ポケモン等)

たまに絵を描く。アイコンとヘッダーは描いてもらったやつ！",215,146,2022-02-22_10:03:25,False,http://pbs.twimg.com/profile_images/1519118975514587136/0G-DSUbU_normal.jpg,,
1621132675494068225,2023-02-02_22:05:23,"明日、恵方巻き

明日、恵方巻き

明日、恵方巻き

よし！

忘れないように
忘れないように

忘れないように
忘れないように",0,0,1158765455802134528,djoX72R6XOcxgM7,イチゴ@❤🖤紫耀、廉。,"♛独身アラサーTiara♛の『イチゴ』です
ジャニヲタ２３年。
同担⭕タメ口⭕
紫耀、廉よりの箱推し！
キンプリ以上推す者は居ない。
❤紫耀くんにリアコ中
2020/5/23キンプリFC会員  
静岡県民🍵   made in初参戦済み7/30夜
気軽に声かけてくれたら幸いです
⚠エロ垢❌ バラバラになっても応援する",455,358,2019-08-07_00:43:08,False,http://pbs.twimg.com/profile_images/1484822549259513856/MFcPfTyj_normal.jpg,,
1621132675108212736,2023-02-02_22:05:23,"RT @gucci_fuufu: 明日は節分♪いつもの恵方巻きじゃなくキンパ作ってみない？
ピリ辛でうますぎるっ！！

【コチュジャンチキンのキンパ】
フライパンに胡麻油、鶏肉。レンチンしたもやし、にんじんをにんにく、胡麻油、塩、こしょう。のりにごはん、きゅうり、厚焼き玉子、鶏…",0,109,1413716874634817539,98PB6Jjonj8Er5Y,🦈,程よいブスにすらなれない面長ブス🤷🏻‍♀️,140,10,2021-07-10_13:29:16,False,http://pbs.twimg.com/profile_images/1499745423182864389/9XQpvsI4_normal.jpg,,
1621132672939753475,2023-02-02_22:05:23,"今までの人生で実は恵方巻きって食べたことがない。
なんか、食べるときに息しないっていうのだけは知ってる。",9,0,1469509058189467648,snowman_31415,snowman,"スプラトゥーン2,3あつ森ポケモンやってます！Switch連携用 タワータグ行きたい！よろしくお願いします！",162,196,2021-12-11_12:27:28,False,http://pbs.twimg.com/profile_images/1591958119336271873/5Ig0Q8qc_normal.jpg,,
1621132671467520001,2023-02-02_22:05:22,RT @Relu_sub: 恵方巻き…糖質だから我慢する……｡･ﾟ꜀(  ꜆&gt;-&lt; ̥)꜆ﾟ･｡,0,322,1510547301382574081,nozomaru_sub,のぞまる@🍓👑🎲🌟🎼推しのために生きてる🐹🐤🍭☔️,"のぞまるのオタク専垢
ラブライバー、すとぷりすなー、いれりす、ぽらりす、シクファミ、るとりす、りうっこ、ゆっこ、こさりす
たくさんのところをかけ持ちしているオタクです🥰
一応本垢@nozomaru0605",185,72,2022-04-03_18:19:04,False,http://pbs.twimg.com/profile_images/1585888070943256576/q4Hon4Iv_normal.jpg,,
1621132665725517825,2023-02-02_22:05:21,"@nov11_w 私は毎年セブンの恵方巻き買うよw行事事を1人で楽しんでルンルンしちゃうタイプです😂😂

ダイエットしなきゃだけど、食欲って怖い😭",1,0,788186595392299008,hiyoyon916,ひより豆♡,シクフォニ→すちくん💚 箱推し💗💜💚💛❤️💙,125,237,2016-10-18_10:15:02,False,http://pbs.twimg.com/profile_images/1603638038810091520/LB6GsQrw_normal.jpg,,
1621132653071335425,2023-02-02_22:05:18,"今日もありがとまるでした♡

明日は恵方巻きで乾杯しようね！！
金曜日さくっと乗り越えてHAPPYFRIDAYだ！！！

いえい(/˶&gt;ᗜ​&lt;˵)/

今日も早めにちゃんと寝るぞ〜！！

 #おやすみVライバー 

おつみおおやすみお〜！
いい夢見ろよ👶🏻🍼💞",5,1,1559332435069792256,2525_ck_2525,ちゃんみお国王📢👑@新人Vライバー,10/12建国記念日！ようこそっ!! アイスマニアな酒豪国王、 王国民を愛し王国民に愛された女～ ちゃんみお国王ですっ（✧*｡）IRIAMで待ってる🫰🏻💗 https://t.co/vt60r0B018,15,30,2022-08-16_09:13:35,False,http://pbs.twimg.com/profile_images/1576031012533850112/VRtvxStC_normal.jpg,,
1621132648218497025,2023-02-02_22:05:17,明日は寺活＆美容院＆恵方巻きだぜい,3,0,1242029561577000960,7mrch,むらち,成人済┊おたく,474,2177,2020-03-23_19:05:09,False,http://pbs.twimg.com/profile_images/1614967106751332355/m4CeWvf1_normal.jpg,,https://t.co/obV4rplh9y
1621132643382480896,2023-02-02_22:05:16,"RT @kusanagi391: 追記2:節分の由来🤗豆知識

豆は＝魔目(鬼の目)
炒る＝射る　日本人の好きな語呂合わせですね😅

文字通りの春🎍✨立春＝お正月一日🎍を迎えるための大事な行事でした☝️😄
詳しいことは皆んな自分で調べてねぇ〜🥰💖✨ﾃｷﾄ~な説明でしたぁ😅ｲｲﾉ…",0,34,1481207408517337091,ROLLY5151,ROLLY515,色々なジャンルの音楽好き🎸❣️動物達､花💐大好き💕スピリチュアル好きの不思議ちゃんかも？笑笑オ—ドリヘップバーン💜笑顔大好きGrateful everyday 🌈🧚‍♂️,4487,3122,2022-01-12_19:13:20,False,http://pbs.twimg.com/profile_images/1481207915923275781/c8TjS4ZZ_normal.jpg,,
1621132639867473920,2023-02-02_22:05:15,@Yu_abali 恵方巻き食べたい(*´﹃｀*),1,0,1500261971014582272,Reona_poke,れおな🌟ポケカ,@Reona_SINoALICEのポケカ用垢。彼氏さんがポケカやってたので始めた初心者です🔰強くなりたいのでアドバイス貰えると助かります！,119,147,2022-03-06_09:08:41,False,http://pbs.twimg.com/profile_images/1500264809379807234/Fm5NV_cz_normal.jpg,,
1621132628882763777,2023-02-02_22:05:12,"フライングやないよ諸事情の為、本日節分の恵方巻き〜♪願いごと思い浮かべて丸かじり。。。一日早いけど良いよね🤗𐤔𐤔𐤔

#節分 #恵方巻き #南南東 #無言 #願いごと https://t.co/PoPKihnxcT",0,0,536971201,tloves1314,テルテルミチル,豚骨の国の人🐷🍜で横浜Love💗夏だけは苦手。綺麗なもの景色、人全て好き⛄️❄️🎄🏙🤍趣味は人間観察と美味しいものを食べる事♪センスが良い人大好き💘幸せに囲まれて心から綺麗になりたい✨Twitterは独り言♪グルメとか旅行とか想いで等など…😌💭気ままに呟いたりと統一感まるでゼロ🤓💖,33,11,2012-03-26_15:08:34,False,http://pbs.twimg.com/profile_images/1590842732205178881/uy-lyXsj_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,
1621132625665724418,2023-02-02_22:05:11,"RT @yosimofurou: 恵方巻き巻き
#漫画が読めるハッシュタグ　#犬漫画　#犬 https://t.co/RQtgUZmuBz",0,1435,722208795875672065,kohtHr03805150,くらプレ,BLGLNL割と何でもなヌルゲーマー。TLは見たいものと自分のつぶやきで埋めたいのでフォロー返しは基本的にしません。めんご。,112,10,2016-04-19_08:42:49,False,http://pbs.twimg.com/profile_images/1593386962127552513/w_yuzx3e_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,
1621132624965308416,2023-02-02_22:05:11,@nikihop1 この恵方巻きは誰ですか？,0,0,3036621018,kashiwang,🇧🇷かしわん,カシワニは負けられない,970,510,2015-02-23_00:44:32,False,http://pbs.twimg.com/profile_images/1611951380402692101/TdTICaea_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,
1621132622826188801,2023-02-02_22:05:11,"そういや今年恵方巻き予約してないな…

巻くのしないで普通に海鮮丼というのはやっぱり違うかな…",2,0,1097130397,MeimeiMei8love,meimei,気まぐれ語彙無し雑多垢。鰤とNARUTOがバイブルのMWAM好き。特撮🔰 01推し。エグゼイドも配信から箱推しに。ギーツにドキドキ。そしてDBSHに感謝 🙏リアタイネタバレも呟くのでご注意。絵の転載と加工禁止です(Reprinting is prohibited.),134,15919,2013-01-17_12:55:02,False,http://pbs.twimg.com/profile_images/1621111314021253124/WXmaPu6A_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,
1621132622746492930,2023-02-02_22:05:11,RT @vpandav: 恵方巻きくん、大ピンチ！ #節分の日 https://t.co/iJlmTvsSnI,0,539,792186605607854080,hand540,chibi,"20↑趣味ゲーム(PC ow2 VALORANT )
大体リツイートといいねbotです。
ただ乗っけてるだけのTwitchURL https://t.co/o5gKePym62
クリップ上げてるだけのhttps://t.co/FpqL7wmuir",1752,149,2016-10-29_11:09:39,False,http://pbs.twimg.com/profile_images/1580747537606066176/71RPJbet_normal.jpg,,
1621132621949583362,2023-02-02_22:05:10,"恵方巻き買って帰るんだ！

5日のオンラインライブ、
チケット続々とありがとうございます🙇‍♂️
リクエストも嬉しい！！
メッセージや質問があったら
ライブ中にお便りとして読むことがあるので
是非送ってねー！！

書き忘れたあ！って方はinfoかメールに送ってもらっても🙆‍♀️ https://t.co/qHwTKZlME0",13,1,1307051263,otsurisan,つりあやめ,"つり⤴︎じゃなくてつり⤵︎です。本名です。些細なまいにちを歌ってます。🎸 Maton EMS-6 ""AyameTsuri""/ Maton EBG808 ARTIST ◎ライブ情報、ライブ予約▶︎@otsurisan_info ◎お仕事ご依頼やお問い合わせ▶︎tsuriayame.info@gmail.com",1930,2360,2013-03-27_18:45:13,False,http://pbs.twimg.com/profile_images/1530816332140523521/f0o_CUsv_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,https://t.co/JluEnEoG0B
1621132621450473472,2023-02-02_22:05:10,"RT @TKYN_MMKO: 明日 恵方巻き
食べようかしら^_−♡",0,1,1408899801500962816,TKYN_MMKO,今期も神作品ばかり ありがたや〜✿悠梨,固ツイ読んだ上で いいね押す奴 許すマジ(  ･᷄ὢ･᷅  ),50,35,2021-06-27_06:28:12,False,http://pbs.twimg.com/profile_images/1616389551785938945/a8L0zNb-_normal.jpg,,
1621132618183086083,2023-02-02_22:05:10,仕事で何を言われてももう恵方巻きのことしか考えられない,1,0,336962004,Haru_ams,春野,まえのさんお幸せに,146,134,2011-07-17_15:21:13,False,http://pbs.twimg.com/profile_images/1524447535762354176/Zfs9Aan2_normal.png,http://abs.twimg.com/images/themes/theme1/bg.png,
1621132614592774145,2023-02-02_22:05:09,フライング恵方巻き☺ https://t.co/k6qLe0R6zM,0,0,311450345,miekotolove,みえこと,"好きなもん⇒TUBE、コリラックマ、ことでんのことちゃん、日本酒、New York…

最近はマナやんにもはまりました❣️
あと生き物さん全般と、直近だとミャクミャク様も沼りそうです😎",243,71,2011-06-05_22:37:46,False,http://pbs.twimg.com/profile_images/1609551459460472835/fR0cEWMY_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,
1621132612562722817,2023-02-02_22:05:08,"ブルーシールで好きなのは黒糖味です！！！
恵方巻きの具材で好きなのはかんぴょうです！！！
よろしくお願いします！！！ https://t.co/8h6ijNnuMj",3,0,724026630708944896,b07m1001b,おいもちゃん,いっきっきーのき,529,324,2016-04-24_09:06:15,False,http://pbs.twimg.com/profile_images/1543785176844492800/Ak3oItxd_normal.jpg,,
1621132607156273153,2023-02-02_22:05:07,@sasazushigotou 恵方巻きもやるんですね！笹寿司の恵方巻き！縁起が良さそうだ！皆様ぜひに！,4,2,1518787692922044416,anagono_oishii,寺沢大介,漫画家。「ミスター味っ子」「将太の寿司」「喰いタン」など。SF、ファンタジー、幻想文学、あと日本の近代文学も好きです。本の話、マンガの話が好きな方とつながりたいかと( ^ω^ )デジタル音痴なので失礼があったらごめんなさい。,409,1391,2022-04-26_12:03:12,False,http://pbs.twimg.com/profile_images/1518788276853014529/psgq0Snw_normal.jpg,,
1621132607068180480,2023-02-02_22:05:07,"明日 恵方巻き
食べようかしら^_−♡",0,1,1408899801500962816,TKYN_MMKO,今期も神作品ばかり ありがたや〜✿悠梨,固ツイ読んだ上で いいね押す奴 許すマジ(  ･᷄ὢ･᷅  ),50,35,2021-06-27_06:28:12,False,http://pbs.twimg.com/profile_images/1616389551785938945/a8L0zNb-_normal.jpg,,
1621132606699106304,2023-02-02_22:05:07,RT @egaohpink: 恵方巻き！！ https://t.co/VQi7rOwyUc,0,48,1495360756325384192,sozyurozukin,一人目のシークレットさん(コウフェイン),ドゲに沼った特撮オタクです。 🥷 💪 🤖 🎤は我が推し。無言フォロー、いいね失礼致します。 何卒よろしくお願い致します!!(ライダーも戦隊もetcﾐﾃﾙﾖ!) 稀に魚が出てくるかも アイコンは野口祥汰さん(@nstime23) ヘッダーはエガオーピンクさん(@egaohpink)に描いていただきました！,430,222,2022-02-20_20:32:51,False,http://pbs.twimg.com/profile_images/1587267639176749056/Ydw9pE4g_normal.jpg,,
1621132594510454784,2023-02-02_22:05:04,@jgjugemu 恵方巻き(^^),0,0,1527964593297170432,Fs6I98,もかもか,うさぎ好きv ピクミンブームにどハマり中,23,17,2022-05-21_19:49:32,False,http://pbs.twimg.com/profile_images/1527964808234307584/YRfBznmS_normal.png,,
1621132591222108160,2023-02-02_22:05:03,"RT @chami444: 今夜は22:30頃からYouTubeすっぴんチャンネル生放送！！
明日は節分！恵方巻き(キンパ)の中身作っとこ♪ https://t.co/wbSvALZoru",0,5,68122098,Vege_Cat,べじきゃっと,│ 基本的に愚痴ばかり&人間不信&コミュ障 │ 定期的にリセットする病み垢 │ 安田大サーカス 団長安田 チームYDS │ 彩羽真矢 草組 7期生 │ 汐月しゅう │ 劇団そとばこまち │ 田中尚樹 デコ部員 新入り│ キャンペーンのRT多し │,211,73,2009-08-23_19:52:32,False,http://pbs.twimg.com/profile_images/1441737196814303235/iJTOnDmW_normal.png,http://abs.twimg.com/images/themes/theme1/bg.png,
