ツイートID,ツイート時刻,ツイート本文,いいね数,リツイート数,ID,ユーザー名,アカウント名,自己紹介文,フォロー数,フォロワー数,アカウント作成日時,自分のフォロー状況,アイコン画像URL,ヘッダー画像URL,WEBサイト
1621369150227763201,2023-02-03_13:45:03,"RT @216renrenmeme: キネ旬の授賞式で司会をされた笠井さんのインスタにめめのお話が！！！
めめの「オシャレすぎますよ」っていう反応がかわいい💕

#キネマ旬報ベストテン
#目黒蓮
#笠井信輔 

https://t.co/sFIDVBatdH",0,14,278865142,earlgrey7509k,yuk,"twitter始めたきっかけはJIN-AKANISHIです。
 サッカー、紅茶、フィギュアスケート
KAT-TUN、 KingGnu、SnowMan多め",517,122,2011-04-08_12:44:07,False,http://pbs.twimg.com/profile_images/1611668496328560642/sg9L3BS3_normal.jpg,http://abs.twimg.com/images/themes/theme5/bg.gif,
1621369149980299264,2023-02-03_13:45:03,"／
新着順✨ 3時間前に掲載(13:45)
＼

「【153部販売達成】販売価格29,800円➤限定1,000円　【インスタ...」

価格:0円 🔥部数制限なし🔥

レビュー数:0件(0)
作成者:グラフル

https://t.co/qtuwiveFlf",0,0,2196808310,wefuiah16,Brain新着ランキング通知,Brainの新着ランキングをお届けします,201,982,2013-11-16_08:59:21,False,http://pbs.twimg.com/profile_images/1496824609211285504/3IDpeWd3_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,
1621369149959335936,2023-02-03_13:45:03,"RT @maigoda_yo: @monami5999 
京都もなみ様のCP第36弾に当選
アマギフ3000円をいただきました🥰

成人式、七五三、卒業式…静岡での
着物レンタル(販売も)スタジオ撮影は
110周年の歴史と信頼の京都もなみ様👏🏻

インスタで素敵なお着物が見れま…",0,54,1481418188332335104,ano_satousan,あの佐藤さん,またまた今年もよろしくお願いいたします🐰🐰🐰🐰二児の母🫧日々感謝の気持ちを忘れずに🫧🫧🫧🫧旅🤍温泉🤍サウナ🤍料理🤍植物🤍美容🤍美味しいもの🤍特産品🤍お酒🤍コーヒー🤍リトルミィ🤍🤍懸賞仲間さん募集中♪無言フォロー失礼します🕊#あの佐藤さん当選報告,11357,10373,2022-01-13_09:10:36,False,http://pbs.twimg.com/profile_images/1519201218928984064/_t9xjvGS_normal.jpg,,
1621369148860403712,2023-02-03_13:45:03,LINEもディスコもインスタも貴方とのフレンドは全部切ってしまったから、ほんとになにかあったらTwitterのDMに来て。私は貴方のことずっと愛してるから,0,0,1571656015996919809,aku_6666,あ く 。,,70,94,2022-09-19_09:24:49,False,http://pbs.twimg.com/profile_images/1613233386793078784/h_STDWVc_normal.jpg,,
1621369148323540996,2023-02-03_13:45:03,インスタやがみアイコンのやついたら私です,0,0,1497550702201438210,monako_rinka,凛花。チョコくれ〜,嫌になると消す。絵まとめてない（琉球@monatarou15）（🎾垢@rin2007ka）別名もなこ,103,125,2022-02-26_21:35:43,False,http://pbs.twimg.com/profile_images/1615336160381001730/M7fueSpZ_normal.jpg,,https://t.co/Xc91dY74K6
1621369148319363072,2023-02-03_13:45:03,"インスタもお願いします(^^)
繋がりましょ~~~😉
 #東京未来大学 

https://t.co/fU04p88X4K https://t.co/vmdhedrQ7k",0,0,1621359917763563522,____hpy,れみ,"（18）

春から東京未来大学🌸",0,0,2023-02-03_13:08:30,False,http://pbs.twimg.com/profile_images/1621368091346362368/sp4KQtdG_normal.jpg,,
1621369148310958083,2023-02-03_13:45:03,"なんかTwitter凍結まつりなの、、、？？
これを機にインスタ繋がりましょ https://t.co/FapH7fDrld",0,0,3022517047,kazu141_xxx,数🐰,20代も後半になりました。名前はカズって呼びます。コロナで自粛中 動物Love 熊本⇒静岡⇒熊本 社会人10年 目 趣味でコスプレとポトレ ディズニー/プーさん/ダッフィー/ダッキー＆バニー/りょーくん/DAOKO/東海オンエア 最推しは @HANAE_xxx いわゆる雑食,494,379,2015-02-16_22:12:35,False,http://pbs.twimg.com/profile_images/1234044676308533248/FtujOg68_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,https://t.co/wZPwyxYAMu
1621369147253993474,2023-02-03_13:45:02,とりあえず見かけた人のはインスタのQR保存した…使い慣れてないのでぼちぼちフォロー伺います…_(:3 ｣∠)_,0,0,106313728,yuura467,ゆうら❥1/29 はれステ🥞,コスパフォユニット 桔梗/MAPLE Rose SQUAD彰人担当/π's絵里・鞠莉担当/VΔLKYRIEカナメ担当/フッ軽芸人/イベント主催主催/コスパフォ/レイヤー/Like→プロセカ、うたプリ、ラ！シリーズ、マクロス/D灰/腐/30↑/DM亀返信/リプよく返し忘れます,1541,1226,2010-01-19_13:36:18,False,http://pbs.twimg.com/profile_images/1620328014667202561/X36gav_k_normal.png,http://abs.twimg.com/images/themes/theme4/bg.gif,
1621369146331250691,2023-02-03_13:45:02,持ってるアカウントがカチコチに凍って死んでしまったら放置しているインスタを掘り起こすかそのまま凍ったアカウントと共に死ぬかの2択,0,0,870848457384132608,ensoku_tori,とりもち,成人腐の雑談アカウント/お題箱https://t.co/dN8tAH6kI6 /あんス @nori_maki_tori,145,338,2017-06-03_12:43:46,False,http://pbs.twimg.com/profile_images/1610129469951586306/ziAopF0D_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,https://t.co/eitUkEw8TU
1621369145249140736,2023-02-03_13:45:02,"RT @jamja0810: 200人ほどフォロワさん凍結されたのか減っていました…噂されている凍結条件4つ並べておきます。拡散できればお願いします。みんなの復活を祈るばかり…
①インスタなど外部SNSリンク
②ハッシュタグをたくさん
③同じツイートを連続で行う
④電話番号など…",0,1210,704875497142890496,C_higasimori,⌘ℚ𝕦¡𝕢𝕦𝕖⌘🐯🐰2完走済ﾈﾀﾊﾞﾚ中!!,キケです/アイコンはchamiさま提供/フォロー前にツイフィ必読 /20↑🏳️‍🌈/専業主夫/腐兄/T&B/虎廃/地雷レス超雑食/休日は低浮上/無言F失礼/フォロバは気紛れ/市民はFBRご自由に /ゼ□ダ垢→エンリケ@Henrique_J_F,293,162,2016-03-02_12:46:29,False,http://pbs.twimg.com/profile_images/1607202360560091136/4S7a0D37_normal.png,,https://t.co/tyG2vyD3ey
1621085587729166337,2023-02-02_18:58:17,子供とコレでインスタでみたやつ作る https://t.co/vQ7Mz3ni3h,1,0,2580315193,sakana_tt,さかな,映画 料理 車の運転が好き,118,57,2014-06-21_20:23:34,False,http://pbs.twimg.com/profile_images/917429238008971264/QjAR5oHK_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,
1621085586705760257,2023-02-02_18:58:16,ちな最近はインスタのフォロワーが滝のように減ってたりする,3,0,863164340785954816,yuuu_0167,まー,もし俺がポケモンの世界に住んでたら、ポケモントレーナーじゃない別のポケモンに関わる仕事をしていると思う。,2451,2375,2017-05-13_07:49:50,False,http://pbs.twimg.com/profile_images/1474758041887461384/pV72Zv95_normal.jpg,,https://t.co/EfDXdzQIRj
1621085586479263744,2023-02-02_18:58:16,"@poker_chara @FamilyPotShisha めちゃくちゃ良いとこやん。
インスタも観たよー",0,0,901736712165924865,hagarenjapan263,紅茶花伝🌸🍎🍎🧸,"福井県出身

NPB.巨人
MLB.贔屓.WSH
Sasuke愛、乃木坂！
高校野球、明徳",463,429,2017-08-27_18:22:40,False,http://pbs.twimg.com/profile_images/976299804601982976/QMXSxcq__normal.jpg,,
1621085583056711680,2023-02-02_18:58:15,"RT @MitsuhisaSunabe: 砂辺が代表をしている『放課後等デイサービス』のインスタ始めました。
活動の様子、お知らせなどをアップしていきます。",0,8,93407211,greedy076,tiny,,2142,1088,2009-11-29_23:14:00,False,http://pbs.twimg.com/profile_images/487887035579908096/cAepYTcN_normal.jpeg,http://abs.twimg.com/images/themes/theme14/bg.gif,
1621085580657586178,2023-02-02_18:58:15,@ruennchaoshi_19 ティックトックもインスタのメイン垢は繋がったてる！,0,0,1305041415722815490,tsubatyan_41967,つばちゃん(つばサーモン)@永enn教👁‍🗨💋ゑむ民(絡み垢),推し様@ennnnn_em @ennsub0419 @0607_Emushi @Emushi_sub 🔗←貼ってるのでフォローする方は※をちゃんと読んでください @tsubatyan41967の方はフォローダメ、いいねダメ❌    💜🧡好き（Ｎｏ．1）,200,141,2020-09-13_16:11:52,False,http://pbs.twimg.com/profile_images/1596549016984354818/-lV2unhv_normal.jpg,,https://t.co/HjL8gNbDqG
1621085571778228224,2023-02-02_18:58:13,RT @nono_design_: インスタのストーリーアーカイブ見てたら、web制作勉強始めてから1ヶ月の記録動画出てきた。htmlもわからないところから1ヶ月でここまで出来るようになれちゃうデイトラすごい。ちなみにデザインも自分でやったけど、デザインも勉強して3ヶ月くらいの…,0,2,1606189294183333888,Joyne_Wordpress,WordPressテーマ Joyne（ジョイン）,WordPressテーマ Joyne（ジョイン）の公式アカウント（https://t.co/wDZjqb5dNe）。基礎デザインをシンプルに仕上げ、デザインテンプレートで有りながら癖が少なく、カスタマイズ性が高いのが特徴。サイト構築時間を大幅に短縮できます。※ご質問はこちらでは受け付けておりませんので、サイトのフォームへお願いします。,96,19,2022-12-23_16:25:59,False,http://pbs.twimg.com/profile_images/1606189436567310338/vXBbEPfd_normal.png,,https://t.co/Mscyqj4T6u
1621085570347986945,2023-02-02_18:58:12,"RT @ryo_staff: 続きはインスタに上がる予定です😌長すぎて重いみたいです笑
https://t.co/XTUpJi3CFJ https://t.co/hnE5fyVdZJ",0,10867,2246664648,__kyomotaiga,hm,笑顔でいる いつでも自分らしくいる 今を思いっきり楽しむ 友達を大切にする 大切な人が近くにいる,48,58,2013-12-15_14:11:42,False,http://pbs.twimg.com/profile_images/1594163091767365632/9hhIGhQD_normal.jpg,http://abs.twimg.com/images/themes/theme4/bg.gif,
1621085567554572288,2023-02-02_18:58:12,"RT @K_and_A: /
インスタも同時開催
2/8迄🎁
＼

新商品
『電子レンジ対応ぶんぶんチョッパー専用容器+スパチュラ 』
or
『食洗機対応ぶんぶんチョッパーSUPER5 』
or
『アマギフ1000円 』
を抽選で10名様

🌈動画は次tweet参照

詳細→h…",0,1824,338236032,0416mosako,natsumi ✖︎▪️,"jips/かつん/セクゾ/テニプリ
なっちゃんず（@723_jina）の小さい方👶🍼
最近はdアニメでおジャ魔女どれみを見てます
無印、シャープ完走/も〜っと！視聴中→停滞中。。
成人済",227,133,2011-07-19_17:22:53,False,http://pbs.twimg.com/profile_images/1263474720890126338/ukdW1GJ__normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,https://t.co/rKvYn1RA2V
1621085563448356864,2023-02-02_18:58:11,守田のコメント素敵だわー！インスタだとチームメイトから兄弟ってコメントも来ててそれもまた素敵だわー！！,8,0,1393569077768056837,furosapo_kippy,きっぴー🐬,フロサポ🐬/語彙力なし/好きな選手はジェジエウ！/サッカー関連思ったことつぶやきます/ブライトン、アーセナル現地観戦,366,527,2021-05-15_23:09:27,False,http://pbs.twimg.com/profile_images/1454791359119114240/FjVqy2wU_normal.jpg,,
1621085557865746432,2023-02-02_18:58:09,"RT @ryo_staff: 続きはインスタに上がる予定です😌長すぎて重いみたいです笑
https://t.co/XTUpJi3CFJ https://t.co/hnE5fyVdZJ",0,10867,1281596034158714880,ir19g,みり,曲名覚えれない代表です,218,164,2020-07-10_23:28:27,False,http://pbs.twimg.com/profile_images/1577314225789480960/1BLGDs8c_normal.jpg,,
1621085553688203266,2023-02-02_18:58:08,"RT @AyakaOhashi: まもなく19時からTwitter＆インスタ配信、
19時半からFC配信しますよん！！
お時間ある方ぜひ🥹(あやか)",0,76,740514662,CINDERELLA346P,しぶりあん次長@1月28・29日Liella!3rdツアー東京ライブ現地参戦,ＫＫＥ！宮城県民33♂某銀行次長。神声大橋彩香最推し！2019ソロ5周年ライブGive me five最前参戦、i☆Ris(さきさま最推し)ラ！スーパースター(唐可可・桜小路きな推し)伊達さゆり、Liyuu、鈴原希実推し、Liella!1STツアー17公演、2nd6公演全通、ファンミ11公演全通現地 3rdツアー参戦,757,766,2012-08-06_21:28:29,False,http://pbs.twimg.com/profile_images/1617146768009093121/eZp9qRWe_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,
1621085551351992320,2023-02-02_18:58:08,"ポテトババァの方は絶対にTwitterもインスタもやってないだろうから特定は難しいだろうな
承認欲求のためにくそみたいな行動をとる人間が出来る最大の防御はsnsをやらないことやな",2,0,459306073,hall_1985,HAL,ウエイトトレーニング好きのただのヲタク 人生適当に生きるがモットー,1162,227,2012-01-09_23:25:49,False,http://pbs.twimg.com/profile_images/1523475697104134144/5ixJ_bw-_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,
1621085540148985856,2023-02-02_18:58:05,@syaf_3rd 同じMeta使うにしてもインスタにしたい,2,0,1501374728711258113,SITab22_pompo,ポンポ,太り過ぎ/芝浦工大 機械工学第二学科/sit ab22🍄/#クソ電磁気学落単の会/@pompo_diet,430,491,2022-03-09_10:50:21,False,http://pbs.twimg.com/profile_images/1614113524695068672/34veSD6t_normal.jpg,,https://t.co/bu2xLzO13x
1621085535862403074,2023-02-02_18:58:04,RT @OnigiriDofu: ムルザバエフのインスタ…良… https://t.co/S0AzlcMJ4S,0,197,1286227187469701120,rukko2020,るこニウム,"うがい手洗いマスクヨシ！😷
たくさん考えて、たくさん応援したいです。
ファボリツ多めです。
無言フォローすいません。",56,71,2020-07-23_18:11:13,False,http://pbs.twimg.com/profile_images/1555139496244822016/2igK-ivy_normal.png,,
1621085518493810688,2023-02-02_18:58:00,#久松郁実 、インスタ更新がほぼ生存確認になってる…,0,0,957990830538604549,s7HxFGqdQC9xTiX,諸貫一実,,799,228,2018-01-29_23:56:27,False,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,
1621085514798616576,2023-02-02_18:57:59,"RT @AyakaOhashi: まもなく19時からTwitter＆インスタ配信、
19時半からFC配信しますよん！！
お時間ある方ぜひ🥹(あやか)",0,76,413176150,MinoLIJ22,mino,横浜在住。リア充ってなんだろうね。  アニメ・格闘技はみてて愉しい。明坂聡美さん / 共和酷民 / Roselia / 桑島法子さん / ノゲイラ / ベイスターズ / 格闘技全般 / 大相撲 /競馬,1121,327,2011-11-16_00:34:01,False,http://pbs.twimg.com/profile_images/1054419305461243904/nrdDhtnX_normal.png,http://abs.twimg.com/images/themes/theme18/bg.gif,
1621085514236563459,2023-02-02_18:57:59,@uGAS7MesrdZRKIX すごいよね👏逆に1位と2位が気になるよ。私は見てないんだけど、インスタLiveだからあげてくれてる人がいて、見たら2人可愛いかったね。,1,0,998523558,indigo_0912,チヅル‎✿·͜·✿.•🚲ﾟ･*:.｡❁𖤣𖥧𖥣｡𖤣𖥧𖥣｡𖤣𖥧𖥣𖡡𖥧𖤣,김남준 RM🐨が大好きなんです  日常の気になることを呟いたり呟かなかったり,129,111,2012-12-09_13:01:52,False,http://pbs.twimg.com/profile_images/1591712823704289281/uQNBiXDD_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,
1621085513032830976,2023-02-02_18:57:59,結局色々やろうと思ってたこと全然やる気起きなくてインスタ見てゴロゴロしてた休日,2,0,1380086550835326978,mm090423,みふゆさん❄️,,243,212,2021-04-08_18:14:17,False,http://pbs.twimg.com/profile_images/1586319978542034944/IYfvCd_S_normal.jpg,,
1621085512256864260,2023-02-02_18:57:59,"【XL完売御礼&amp;XL再販3月下旬お届け予定予約受付中】ふくだビールとサウナ刺繍half zipsweat - XL / アッシュグレー（Ash gray）
#LINEショッピング
 https://t.co/S2Qi0P7tqs 

与田ちゃんインスタで載っけてたヤツ
まあまあのお値段なのね
ん〜こんなモンか
https://t.co/y6xPxCuqAa https://t.co/oxzlBblRMP",3,0,909369116737150976,himetan_beam413,味噌煮込みうどん定食,乃木坂◢⁴⁶のライトなファン ╴立派なDDを目指します 💓心理カウンセラーの中元日芽香さんを応援しています♡ 🎸稀に60～70's rock､HR/HM､punk､garage etc… 🚙極稀に旧車の話も ⚠️FF外の方のリプ返は基本しません,938,1373,2017-09-17_19:51:07,False,http://pbs.twimg.com/profile_images/1451375515470741514/LJnTNJJ4_normal.jpg,,https://t.co/mzZdPlkHWJ
1621085504388362240,2023-02-02_18:57:57,"マジでTwitter無くなったらちょい困るな……。
一応インスタやってます。

https://t.co/pJSbjPuFEz https://t.co/nCyHxngP09",0,0,246203741,hy0uka,氷菓,活字、漫画、映画、絵、SH、仮面ライダーが好き。PC系機器と喧嘩しがちで時々距離を置く。少年性と懐古趣味。最近は被写体やってます。仮装も好き。基本姿勢がびびりのへたれ。くだらないことをつぶやきます、脳内ダダ漏れ多々有。なんでもお気軽に…！スチパンが気になりだした見ての通りの成人です。関東在住。陳情令/FF14,1057,563,2011-02-02_19:37:26,False,http://pbs.twimg.com/profile_images/1112690497468796928/qAlTeQaz_normal.jpg,http://abs.twimg.com/images/themes/theme18/bg.gif,https://t.co/czoybGIGbA
1621085500114350081,2023-02-02_18:57:56,"RT @nyadeko__915: インスタふと見たら、、、🤍
最終日にらこれは縁起いいな〜✨ https://t.co/9LLgEuC0ba",0,4,884551739101151233,yukarun1995,ゆ か る ん,,267,826,2017-07-11_08:15:43,False,http://pbs.twimg.com/profile_images/1232684832561324032/sTiRLtD3_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,https://t.co/zExYtiXbHu
1621085499967565824,2023-02-02_18:57:56,@y5k_b インスタはKIMIWADA TAMOTUで登録してあります。,0,0,1271065089332793346,0410tkGspout,moominパパ,こんにちは、車と女の人が大好き❤なおじさんです。よろしくおねがいします。,255,420,2020-06-11_22:02:21,False,http://pbs.twimg.com/profile_images/1613971056511062016/mZHsk2XI_normal.jpg,,
1621085485056802817,2023-02-02_18:57:52,@yossyaikuzo614 え！ありがとう🫶🏻🫶🏻インスタでご報告あるとき使っていいよ🫶🏻🫶🏻,0,0,1391619486059401222,eringi_cha,テラちゃん(ダイエット5日目)🌻🧡,匠Tシャツの奴👕社畜の極み乙女🥹たじたくが好,410,397,2021-05-10_14:02:15,False,http://pbs.twimg.com/profile_images/1581786935198388224/O4dQMyjq_normal.png,,https://t.co/T0d4vuKtAe
1621085482242412545,2023-02-02_18:57:51,"RT @ryo_staff: 続きはインスタに上がる予定です😌長すぎて重いみたいです笑
https://t.co/XTUpJi3CFJ https://t.co/hnE5fyVdZJ",0,10867,749558172952567808,ozainkana,リン(ナガノディビジョン),プロレスとアニメと特撮と声優さんが大好きです(^O^)／ アニソンを歌いにりんくる長野店に行ったりします🎶たまにコスプレします🔰無言フォロー失礼します！ 中村優一(@NvKknpbmkIbDg6m)さんは俺の憧れ😆,1463,714,2016-07-03_19:59:29,False,http://pbs.twimg.com/profile_images/1586737619609669634/j6ONjKoG_normal.jpg,,
1621085479902019585,2023-02-02_18:57:51,"インスタに上がってたのね！

https://t.co/tClbNr2YiR

#TREASURE #트레저 #トレジャー @treasuremembers",0,0,1330749600324435968,junqxakkey,👑🐉で💎🐨なあっきーな🫶,ジュンギュ👻の沼にどっぷり大人トゥメ🧡🐨推しだけど💎箱推しでYG箱推し✨現VIP👑元コニギYGしか勝たん！2022年9/23(金)ODD BRICKフェスでジュンギュからのファンサ貰う😭 #BIGBANG #iKON #TREASURE #트레저 #JUNKYU #준규 #AKMU,238,320,2020-11-23_14:47:03,False,http://pbs.twimg.com/profile_images/1454826418630971392/w4g5-zFy_normal.jpg,,
1621085478366879747,2023-02-02_18:57:51,"RT @may66669: ジョングク W LIVEざっくり訳😭💜

🐰皆さんお元気でしたか？
本当は無断でLIVEしちゃいけないんだけど
最近インスタもしてないから皆さんとコミュニケーションが取れてなかったので…
会いたくて、会社の許可なくLIVEつけちゃいました(笑)",0,2024,1591792393849753600,Nikisz05,𝗦𝘂𝘇𝘂,にきらぶ🐥⸒⸒ テスト終わるまで低浮上(のはず),122,85,2022-11-13_22:57:58,False,http://pbs.twimg.com/profile_images/1593297523455582210/id4N8oU__normal.jpg,,https://t.co/kzdQTAQQA5
1621085476252966913,2023-02-02_18:57:50,"@sunnyday_skies ぴーあんどのインスタ出来た時はシクの動画🆙やプレゼント企画もあったりしてテンション上がりましたよね😅(遠い目)
最近はやっつけ仕事みたいなドラマのスチール上げるだけとか(苦笑)",5,0,1200660293539360768,rinsora1116,rinsora♡,"박형식♡씩꾸릿 SIKcret♡
～서로 사랑하며 살자
互いに愛し合しあって生きよう～パクヒョンシク",189,725,2019-11-30_15:19:41,False,http://pbs.twimg.com/profile_images/1346726703305879553/Z6AVl3Zl_normal.jpg,,https://t.co/kztLCP63mT
1621085473744769026,2023-02-02_18:57:49,"板野友美タイプだなーって思ってインスタ見たけど
そんなにタイプじゃなかったw",0,0,1214052162793136128,Hiroshimaradish,morimako 兼業農家,明日ツイートします🐤明日やろうは馬鹿野郎 継続は力なり,58,43,2020-01-06_14:12:57,False,http://pbs.twimg.com/profile_images/1490793485137375234/-ZJnQfBH_normal.jpg,,https://t.co/UHjelKXo2q
1621085470976532481,2023-02-02_18:57:49,RT @chi3913: ここの2人可愛すぎた……インスタ二窓じゃないと見れないレアな上下絡み…… https://t.co/4JF2zCeL8v,0,100,1453523172788084746,PurpleMic_0901,Purple Mic🐰７,"🇯🇵ARMY💜Dynamite落ち
仲良しBTSは沼💜
ジョングク🐰＆ボカラ寄りの結局オルペン💜バンタン7人が尊い💜猫好き
無言フォローOK。投票時期はRT多いです😊",264,207,2021-10-28_09:46:04,False,http://pbs.twimg.com/profile_images/1566557251602489344/6hqCPYaS_normal.jpg,,
1621085465154850817,2023-02-02_18:57:47,"RT @hitori_60: 【特報??】
(ひっそりと) #ひとりで60分 
番組公式インスタが始動しました…☠️

写真や動画など、こっそり更新予定です🃏
気が向けばこちらから…👇 
https://t.co/nbFmnZ29bj https://t.co/URXc2BQI…",0,46,126276378,misaluna_51,みさ,音楽とライヴとお笑いとご飯とお酒と犬と猫と色々。笑う門には福来る✨,460,305,2010-03-25_19:00:11,False,http://pbs.twimg.com/profile_images/378800000811062116/bd08aac5101002fd0186cfcbc9c142d3_normal.jpeg,http://abs.twimg.com/images/themes/theme17/bg.gif,https://t.co/fOVBnm1m48
1621085454060879873,2023-02-02_18:57:45,"コラボTシャツ渡せたんだね。
良かったね〜💕💗

ローラがコメントしてる😍
ノブさんの返しも可愛い💗💕

いわち♡ローラのインスタ
フォローしてるんだね。

#岩橋玄樹
#NewEra

 https://t.co/d6pmo1XNvQ",30,2,1011249772240388107,kirarin_tiara,ピンクのうさぎ🐰🧚‍♀️,苦手なことも多いけど頑張ることが大好きな濃いピンク💖の人が大好き。だいぶ大人。じぐいわ 💙💖は永遠。無言フォローOK。でも一言いただくと非常に喜びます💕 アーティスト岩橋玄樹を応援しています💕,402,588,2018-06-25_23:08:28,False,http://pbs.twimg.com/profile_images/1607246166626013187/GLqODpe5_normal.jpg,,
1621085453045866496,2023-02-02_18:57:44,"RT @hitori_60: 【特報??】
(ひっそりと) #ひとりで60分 
番組公式インスタが始動しました…☠️

写真や動画など、こっそり更新予定です🃏
気が向けばこちらから…👇 
https://t.co/nbFmnZ29bj https://t.co/URXc2BQI…",0,46,267425544,hiromi06270913,9連射の広美💖,"2017年2月15日錦戸くんの18年間のファン職場で会え12年間ファンと伝え握手しました
ピースの綾部くんウーマンラッシュアワー村本くんアインシュタインゆずるくんのファン亮ちゃんありがとうAくん本当にありがとうMくんいつもありがとうYくんいつもすんませんhttps://t.co/rKeaEYwCio",982,862,2011-03-17_08:00:03,False,http://pbs.twimg.com/profile_images/1552672683472883714/hMKnqXAN_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,
1621085445357719553,2023-02-02_18:57:43,"@MoMo_esi インスタのストーリーですよね？
僕も見た時びっくりしました
何があったんですかね､､､",1,0,1488778928785289216,3624taiki,TAIKI (追兎アカ) ｢PITやんなきゃ始まらねぇだろTOUR2023｣東京参戦,追兎,116,42,2022-02-02_16:39:03,False,http://pbs.twimg.com/profile_images/1488779930695389185/clVVIcpi_normal.jpg,,
1621085444288188416,2023-02-02_18:57:42,"インスタでこの表示が見れるなんて
思ってもみなかったよね🥹
次はいつあるか分からないから思わずスクショしてた😂💜笑 https://t.co/y7x7Ub199V",41,0,1459093249919164419,saran0901jk,𝕤𝕒𝕣𝕒𝕟*:..｡⟬⟭♬*ﾟ,ジョングク𝕃𝕠𝕧𝕖 ♡ヤンコチ🐱🐰 𝕃𝕠𝕧𝕖 ♡でもみんな大好き♡娘はテテペン♡バンタンのおかげで毎日が幸せ♡♡たくさんアミ友欲しいですっ( ᵒ̴̶̷̤◦ᵒ̴̶̷̤ )🤗仲良くしてくださーい🤝💕無言フォロー大歓迎ですよ〜🫶💜,523,624,2021-11-12_18:38:47,False,http://pbs.twimg.com/profile_images/1489907746140946432/okhAplqB_normal.jpg,,
1621085443449311232,2023-02-02_18:57:42,インスタで公式に痛スポークステッカーを載せてもらえたやつ https://t.co/rOHQglnltC,16,1,1314077012,Chinpan_GSR,ふ,おおつきゆい おいしい たべた,944,2474,2013-03-29_23:51:31,False,http://pbs.twimg.com/profile_images/1617822857798766592/EfBWuFbX_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,
1621227537467867136,2023-02-03_04:22:20,"おはよじ🙄

ただ今永久凍結され易くなってる状況について。

●質問箱とかマシュマロを通したツイートが多い方。⏩連携解除推奨
●毎日同じようなツイート、定型文がTLに並びやすい方(おはVとか
●URL付き(画像含め)頻度が高い方(配信告知等

がbotだと思われてバチバチされている模様です。",2998,5724,1072002082721357824,Sushi_sapo,🍖肉片ちゃん⚥,浮上≠返信￤FANBOXに無料含め素材全まとめ有￤自己顕示欲と承認欲求の塊￤企業案件や募集事項へのDM⭕️ #描工肉 https://t.co/C8NOBQlGNG,660,19342,2018-12-10_14:36:28,False,http://pbs.twimg.com/profile_images/1617138765956542465/PTuDNxLU_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,https://t.co/E6tfBJKLMT
1620991710217244672,2023-02-02_12:45:14,"「マシュマロチョコ」と「マシュマロ苺チョコ」を使ったアレンジレシピです♪
そのままでもおいしいですが、マシュマロチョコパイもサクサクでおいしいです(^^)
#ローソン #ローソンアレンジレシピ
https://t.co/4SIQP8mqqk https://t.co/GZ0jz0KhMA",2231,360,115639376,akiko_lawson,ローソン,【Lawson Japan official Twitter】 ローソンクルー♪あきこです(^^)最新情報をマイペースでお知らせします。 ※なりすましアカウントにご注意ください。公式アカウントには認証済みバッジがついておりIDは @akiko_lawson です。,18,7510517,2010-02-19_20:16:00,False,http://pbs.twimg.com/profile_images/1613363763008393216/RxJvbU68_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,https://t.co/T6cg3CLT7X
1621003106011213824,2023-02-02_13:30:31,"🍫本格ベルギーチョコを贅沢使用
🍫国産ホワイトブランデー仕込み
🍫とろ〜り濃厚なテクスチャー
🍫程よくビターで幸せな甘さ

冷やす、温める、ミルクで割る、アイスにかける、フルーツやマシュマロをディップする。大人の贅沢 “飲むチョコレート” が実在します。
➤https://t.co/1Ov85JcVVU https://t.co/Tma7zHmHkD",2886,650,1856961896,KURAND_INFO,「クランド」クラフト酒のお店,クラフト酒の世界をひらく、オンライン酒屋「クランド」公式アカウント。450種類を超えるこだわりのクラフト酒のすべてが、ここクランドだけで買えるオリジナル商品。好奇心の向くままに直感で、お酒との出会いを一緒に楽しみましょう！“チョコのお酒” の祭典「大人のバレンタインフェア」開催中！詳しくは固定ツイートへ,7482,216052,2013-09-12_19:17:11,False,http://pbs.twimg.com/profile_images/1592437189614239745/01DzUxFE_normal.jpg,http://abs.twimg.com/images/themes/theme1/bg.png,https://t.co/kSPv0y7eVK
